s,entry,exit,r,stop,dur_h,reason
harmonic,2025-12-04 16:40:00,2025-12-04 18:45:00,-0.00906116284923232,21.37,2.0833333333333335,time
harmonic,2025-12-04 19:30:00,2025-12-04 21:40:00,0.07350843333053621,18.58,2.1666666666666665,time
fvg,2025-12-10 20:00:00,2025-12-10 22:05:00,0.19141944317663168,21.29,2.0833333333333335,time
harmonic,2025-12-10 20:00:00,2025-12-10 22:05:00,0.19143048800939122,21.29,2.0833333333333335,time
fvg,2025-12-11 23:35:00,2025-12-12 01:40:00,-0.5163083090379008,13.84,2.0833333333333335,time
harmonic,2025-12-16 17:00:00,2025-12-16 19:10:00,-0.0045192066281697215,8.11,2.1666666666666665,time
fvg,2025-12-18 16:00:00,2025-12-18 18:05:00,-0.23253045150654822,23.47,2.0833333333333335,time
fvg,2025-12-26 02:30:00,2025-12-26 03:00:00,1.4795300165228567,7.91,0.5,tp
fvg,2025-12-26 03:00:00,2025-12-26 05:05:00,0.24341926729986432,16.3,2.0833333333333335,time
threevol,2026-01-02 02:55:00,2026-01-02 04:00:00,1.4834139599170697,9.88,1.0833333333333333,tp
fvg,2026-01-02 05:55:00,2026-01-02 08:00:00,0.20438548998375744,11.11,2.0833333333333335,time
fvg,2026-01-05 03:35:00,2026-01-05 05:40:00,-0.12031700288184437,56.4,2.0833333333333335,time
threevol,2026-01-05 05:55:00,2026-01-05 06:25:00,1.4802519577800477,8.59,0.5,tp
threevol,2026-01-11 23:25:00,2026-01-12 00:05:00,1.4807482593742138,8.49,0.6666666666666666,tp
threevol,2026-01-12 00:10:00,2026-01-12 00:30:00,1.4848735328153413,11.47,0.3333333333333333,tp
fvg,2026-01-23 01:00:00,2026-01-23 03:05:00,0.6760436389865657,18.41,2.0833333333333335,time
fvg,2026-01-23 04:35:00,2026-01-23 05:45:00,1.4712520150456745,6.22,1.1666666666666667,tp
threevol,2026-01-23 04:35:00,2026-01-23 05:45:00,1.4712493891513274,6.22,1.1666666666666667,tp
threevol,2026-01-23 19:50:00,2026-01-23 20:05:00,-1.0138866591748275,12.96,0.25,sl
fvg,2026-01-23 19:00:00,2026-01-23 21:05:00,0.2240070609002648,27.39,2.0833333333333335,time
threevol,2026-01-26 01:30:00,2026-01-26 03:35:00,-0.18131689912422966,19.66,2.0833333333333335,time
threevol,2026-01-26 06:40:00,2026-01-26 07:00:00,-1.0110479285134037,16.5,0.3333333333333333,sl
fvg,2026-01-28 11:55:00,2026-01-28 14:00:00,-0.02659387108136668,30.56,2.0833333333333335,time
threevol,2026-01-28 23:15:00,2026-01-28 23:35:00,1.495691423881822,46.37,0.3333333333333333,tp
threevol,2026-01-29 03:50:00,2026-01-29 05:20:00,-1.0099458235627072,19.44,1.5,sl
threevol,2026-02-04 00:10:00,2026-02-04 01:05:00,1.4945270380656757,32.25,0.9166666666666666,tp
threevol,2026-02-04 03:35:00,2026-02-04 05:40:00,0.5167806841046277,21.08,2.0833333333333335,time
threevol,2026-02-06 18:35:00,2026-02-06 19:35:00,-1.011449159327462,15.62,1.0,sl
threevol,2026-02-11 05:35:00,2026-02-11 05:50:00,-1.0152066650489364,11.96,0.25,sl
fvg,2026-02-11 12:50:00,2026-02-11 13:30:00,-1.0053730291552894,33.82,0.6666666666666666,sl
threevol,2026-02-22 23:10:00,2026-02-23 01:15:00,0.21277986599117504,31.82,2.0833333333333335,time
fvg,2026-02-23 14:05:00,2026-02-23 14:20:00,1.4736607937355404,7.17,0.25,tp
fvg,2026-02-23 14:20:00,2026-02-23 14:45:00,1.4910557699052962,20.62,0.4166666666666667,tp
fvg,2026-02-23 14:45:00,2026-02-23 16:50:00,0.6769483324693277,25.88,2.0833333333333335,time
threevol,2026-02-23 14:40:00,2026-02-23 16:55:00,0.8880463144161774,21.8,2.25,time
fib,2026-03-02 13:10:00,2026-03-02 13:20:00,1.4835022858278673,11.5,0.16666666666666666,tp
fvg,2026-03-02 13:05:00,2026-03-02 14:05:00,-1.0076381737040851,24.81,1.0,sl
threevol,2026-03-05 02:55:00,2026-03-05 04:00:00,-1.0127697405641316,14.45,1.0833333333333333,sl
harmonic,2026-03-06 15:00:00,2026-03-06 17:05:00,-0.13465561971713114,87.69,2.0833333333333335,time
fvg,2026-03-09 23:20:00,2026-03-10 00:00:00,-1.012830515821413,14.33,0.6666666666666666,sl
fvg,2026-03-10 00:00:00,2026-03-10 00:05:00,1.4240672622175512,2.35,0.08333333333333333,tp
fib,2026-03-10 00:00:00,2026-03-10 00:05:00,1.4240524924101459,2.35,0.08333333333333333,tp
fvg,2026-03-10 00:05:00,2026-03-10 00:20:00,-1.0249546671271912,7.35,0.25,sl
threevol,2026-03-17 01:55:00,2026-03-17 04:00:00,0.008491875561361967,9.96,2.0833333333333335,time
harmonic,2026-04-07 17:00:00,2026-04-07 19:05:00,-0.10191082802547771,36.55,2.0833333333333335,time
fvg,2026-04-13 18:50:00,2026-04-13 19:05:00,-1.0215494678066654,8.04,0.25,sl
threevol,2026-04-13 18:50:00,2026-04-13 19:05:00,-1.0215545395166559,8.04,0.25,sl
fvg,2026-04-13 19:05:00,2026-04-13 19:20:00,1.444160423093874,3.1,0.25,tp
fvg,2026-04-13 19:35:00,2026-04-13 21:40:00,-0.16126509688070204,10.16,2.0833333333333335,time
fvg,2026-04-14 01:40:00,2026-04-14 03:45:00,-0.13028720626631854,12.81,2.0833333333333335,time
threevol,2026-04-14 13:20:00,2026-04-14 14:25:00,1.4863482636311143,12.78,1.0833333333333333,tp
threevol,2026-04-16 06:45:00,2026-04-16 08:00:00,-1.013816644993498,12.69,1.25,sl
harmonic,2026-04-17 12:00:00,2026-04-17 12:50:00,1.4937080536912752,26.93,0.8333333333333334,tp
threevol,2026-04-30 06:55:00,2026-04-30 08:00:00,1.4882174234337793,13.56,1.0833333333333333,tp
threevol,2026-05-18 00:05:00,2026-05-18 00:30:00,1.491747572815534,20.91,0.4166666666666667,tp
threevol,2026-05-19 13:25:00,2026-05-19 15:30:00,-0.3870376275510204,29.77,2.0833333333333335,time
threevol,2026-05-26 04:30:00,2026-05-26 06:35:00,-0.19902368758002562,7.45,2.0833333333333335,time
fvg,2026-06-01 11:55:00,2026-06-01 13:10:00,1.4854030501089324,11.07,1.25,tp
threevol,2026-06-03 04:35:00,2026-06-03 05:30:00,1.4802341432122526,7.9,0.9166666666666666,tp
threevol,2026-06-03 15:10:00,2026-06-03 17:15:00,0.35548356510745893,9.45,2.0833333333333335,time
threevol,2026-06-05 01:40:00,2026-06-05 03:45:00,0.40233052515549955,12.5,2.0833333333333335,time
threevol,2026-06-09 19:15:00,2026-06-09 21:20:00,-0.46588770388958595,11.71,2.0833333333333335,time
threevol,2026-06-18 12:35:00,2026-06-18 13:15:00,-1.0089032461393004,17.98,0.6666666666666666,sl
fvg,2026-06-18 12:35:00,2026-06-18 13:15:00,-1.008930104756998,17.98,0.6666666666666666,sl
fvg,2026-06-18 13:15:00,2026-06-18 13:20:00,1.417591950034698,1.89,0.08333333333333333,tp
fvg,2026-06-18 13:20:00,2026-06-18 13:25:00,-1.0530277112555593,3.03,0.08333333333333333,sl
harmonic,2026-06-23 01:40:00,2026-06-23 03:45:00,0.8645230616630848,17.88,2.0833333333333335,time
threevol,2026-06-23 01:40:00,2026-06-23 03:45:00,0.86453358802929,17.88,2.0833333333333335,time
harmonic,2026-06-26 05:40:00,2026-06-26 06:55:00,-1.009096123903958,17.02,1.25,sl
fvg,2026-06-29 12:10:00,2026-06-29 14:05:00,1.492350246347999,20.97,1.9166666666666667,tp
threevol,2026-06-30 00:40:00,2026-06-30 01:05:00,1.4871774638996291,12.33,0.4166666666666667,tp
fvg,2026-06-30 05:25:00,2026-06-30 06:20:00,-1.0089430201856742,17.14,0.9166666666666666,sl
fvg,2026-07-01 04:05:00,2026-07-01 06:10:00,0.7819839972468381,13.34,2.0833333333333335,time
threevol,2026-07-10 16:55:00,2026-07-10 19:00:00,1.085607651038022,6.17,2.0833333333333335,time
